RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024,1/31/2025,2/28/2025,3/31/2025,4/30/2025,5/31/2025,6/30/2025,7/31/2025,8/31/2025,9/30/2025
395078,15,"Seattle, WA",msa,WA,222477.4991,223186.6192,223883.4988,225294.5222,226882.5728,228362.492,229918.6717,231171.8973,232261.8909,233165.5019,234099.1926,235228.9649,236504.7817,237850.4156,239226.3633,240484.7658,241489.9195,242452.0511,243327.3913,244411.1944,245301.1461,246319.2641,247196.7914,248332.8921,249303.9304,250291.5196,251192.8595,252046.1868,252772.9911,253309.1229,253881.9522,254617.4952,255368.2033,256126.4868,256784.899,257118.2198,257717.1782,258320.84,259523.2904,260702.7272,262250.1345,263714.7934,265139.9522,266650.7428,268100.0682,269530.6072,270579.9959,271835.597,273368.9359,275096.8467,276753.3731,278627.7357,281054.0853,284039.5539,286929.7236,289607.8071,292088.1626,294465.6091,296937.2731,299660.949,302755.8169,305491.5437,308576.1821,312048.5406,316189.82,321022.5472,326358.3541,332383.2661,337854.2908,342831.5137,347469.34,352054.5886,355856.8139,360239.1404,364778.0398,370297.6047,375715.2081,380938.0714,385950.4546,390524.1278,394549.7884,398138.2317,400649.4458,402189.1659,403033.4031,404444.4363,407231.847,410978.0225,414101.7304,415987.7202,416636.9126,417447.0547,417866.8762,416930.794,414648.369,412222.1765,410152.5097,407812.8817,405107.9525,401496.1448,397427.1959,392811.832,388615.0051,383782.1834,378913.7936,374226.176,370068.254,365623.1079,361464.5568,357096.5699,352812.9801,347328.8533,342228.932,337701.1621,334700.2412,332275.7724,330401.5618,329154.6356,328636.6578,328398.4315,327028.9676,325390.2328,323541.2127,323256.6097,323479.2247,322883.5353,320739.0879,317285.9114,313973.4551,310202.9543,306622.7175,303265.4789,300706.6692,298857.8826,296612.1664,294169.3291,290201.0496,286723.0775,283172.8373,280492.1231,277748.1496,275170.5489,272961.7072,270963.7934,269484.9776,267656.6859,265455.7691,262873.3405,260787.4225,259967.0751,260089.4734,261067.8858,262716.1491,264970.7257,267858.3543,270982.311,274614.743,278062.9737,281198.7866,283941.7389,286782.6499,289775.5482,292738.4937,295627.7042,298558.9586,301548.6413,304379.2919,307270.9675,310133.806,312796.6338,315115.1644,317067.7988,318905.5758,320154.8311,320996.825,321575.2285,322573.7572,323914.3921,325919.6883,328568.2318,332065.2605,335932.7649,339521.239,342480.3286,345101.4991,347509.9314,350016.8321,352726.8193,355915.4705,359592.9057,363759.4255,368432.223,373703.0707,378827.4463,383321.1886,387086.9955,390390.6436,393385.1,395789.6647,397911.7099,400040.3626,402849.7848,406394.2156,410929.3031,415957.8375,421455.5629,427095.3257,432680.0917,437595.7945,442114.9099,446052.7257,449823.817,453259.2541,456668.9599,460436.1158,465144.599,470760.4223,477003.5232,483832.9207,490338.8407,496410.6304,500323.1654,503872.9814,505725.9596,506372.6114,505402.0872,504177.1158,503047.6987,502029.7119,501732.4487,502833.6461,504304.7714,505424.028,506006.5225,506167.7177,506365.0578,506450.3695,507597.9905,509788.0519,513080.7944,516816.1331,521350.0583,526718.2009,532441.807,535745.6092,537045.091,537780.0602,541166.5261,548045.8908,556913.5738,567027.7988,576470.0455,585534.2587,595005.2449,606124.6288,619468.4227,633786.8791,646937.901,656387.0891,660877.532,662409.7248,663888.6241,667823.9102,674787.4939,687869.5921,706075.4739,728772.8673,749886.651,765121.9164,770533.1535,764622.4697,751252.1742,735614.3638,724343.5765,717552.9435,713195.8901,707332.0326,701776.1514,697153.9129,695374.8631,695728.2347,698430.6033,702669.1333,707731.066,712231.2487,715818.9574,718133.331,719599.4444,720758.7882,722999.8037,727645.1189,733662.6263,738863.1433,741130.7462,742059.8017,742932.8608,745547.0281,749145.2448,753058.421,756603.9298,759136.4039,760241.8248,758221.7933,754060.2792,748308.1935,743549.2,740047.5848,738710.3831,739434.735
